"scenario","US_phase_pol","US_price_pol","US_cp_pol","CN_phase_pol","CN_price_pol","CN_cp_pol","IN_phase_pol","IN_price_pol","IN_cp_pol","RGS_phase_pol","RGS_price_pol","RGS_cp_pol","RGN_phase_pol","RGN_price_pol","RGN_cp_pol","learning_solar","learning_wind","lifetime_solar","lifetime_wind","lead_onshore","lead_solar","lead_commission","cr_wind","cr_solar","discr","elec_demand","ccgt_price","coal_price","tech_potential"
"S3_194",0.06,0.64,0.91,0.7,0.88,0.57,0.16,0.69,0.62,0.68,0.46,0.1,0.29,0.06,0.7,0.843023255813953,0.798780487804878,0.917,0.7039,0.986,0.8605,0.003,0.79835390946502,0.467506297229219,0.719,0.423,0.88,0.185,0.673
"S3_195",0.67,0.38,0.37,0.17,0.56,0.32,0.83,0.74,0.79,0.78,0.59,0.38,0.11,0.42,0.9,0.308139534883721,0.981707317073171,0.3295,0.7337,0.553,0.2575,0.415,0.862139917695473,0.265491183879093,0.852,0.06,0.931,0.091,0.597
"S3_196",0.6,0.09,0.82,0.98,0.54,0.75,0.76,0.71,0.78,0.56,0.32,0.76,0.24,0.21,0.79,0.11046511627907,0.26219512195122,0.0821999999999999,0.2484,0.473,0.8495,0.111,0.45679012345679,0.29471032745592,0.984,0.669,0.213,0.801,0.444
"S3_197",0.75,0.29,0.05,0.6,0.45,0.82,0.73,0.92,0.84,0.62,0.57,0.07,0.96,0.62,0.81,0.302325581395349,0.341463414634146,0.7478,0.0504000000000001,0.375,0.322,0.78,0.436213991769547,0.33551637279597,0.321,0.501,0.607,0.408,0.595
"S3_198",0.58,0.98,0.98,0.32,0.83,0.14,0.29,0.05,0.03,0.96,0.34,0.99,0.48,0.8,0.32,0.22093023255814,0.597560975609756,0.8579,0.3341,0.607,0.67,0.005,0.0720164609053499,0.0629722921914357,0.5,0.354,0.056,0.716,0.394
"S3_199",0.58,0.19,0.27,0.85,0.95,0.64,0.75,0.03,0.54,0.5,0.19,0.8,0.93,0.45,0.85,0.122093023255814,0.414634146341463,0.8845,0.9461,0.556,0.8405,0.472,0.314814814814815,0.0397984886649875,0.687,0.042,0.422,0.691,0.631
"S3_200",0.79,0.62,0.54,0.82,0.83,0.28,0.88,0.01,0.56,0.3,0.8,0.15,0.27,0.95,0.8,0.302325581395349,0.463414634146341,0.7158,0.5089,0.237,0.79,0.217,0.588477366255144,0.49471032745592,0.969,0.388,0.907,0.244,0.098
"S3_201",0.84,0.84,0.96,0.64,0.3,0.34,0.57,0.82,0.31,0.45,0.48,0.11,0.14,0.61,0.59,0.715116279069767,0.829268292682927,0.864,0.2169,0.616,0.5825,0.506,0.452674897119341,0.526448362720403,0.643,0.753,0.624,0.093,0.719
"S3_202",0.41,0.05,0.38,0.8,0.62,0.65,0.3,0.58,0.62,0.72,0.61,0.2,0.95,0.02,0.78,0.372093023255814,0.140243902439025,0.5648,0.8609,0.926,0.5405,0.732,0.662551440329218,0.987909319899245,0.241,0.869,0.331,0.742,0.147
"S3_203",0.18,0.8,0.01,0.96,0.87,0.93,0.12,0.82,0.81,0.97,0.01,0.91,0.68,0.15,0.37,0.377906976744186,0.926829268292683,0.6903,0.3475,0.747,0.7455,0.037,0.460905349794239,0.614105793450882,0.352,0.53,0.024,0.029,0.025
"S3_204",0.51,0.65,0.86,0.57,0.85,0.19,0.55,0.09,0.89,0.1,0.68,0.57,0.07,0.09,0.74,0.965116279069767,0.804878048780488,0.7011,0.865,0.428,0.331,0.774,0.670781893004115,0.482619647355164,0.634,0.36,0.662,0.383,0.482
"S3_205",0.79,0.75,0.95,0.4,0.78,0.8,0.36,0.2,0.63,0.92,0.07,0.8,0.2,0.88,0.21,0.470930232558139,0.207317073170732,0.4275,0.9151,0.0950000000000002,0.0485,0.837,0.958847736625514,0.896221662468514,0.736,0.98,0.436,0.121,0.533
"S3_206",0.64,0.96,0.54,0.46,0.94,0.16,0.23,0.79,0.87,0.14,0.88,1,0.87,0.34,0.65,0.825581395348837,0.847560975609756,0.7089,0.4988,0.326,0.0265,0.988,0.0493827160493827,0.253904282115869,0.789,0.157,0.574,0.758,0.324
"S3_207",0.57,0.38,0.14,0.71,0.08,0.29,0.94,0.29,0.75,0.86,0.55,0.32,0.57,0.77,0.64,0.133720930232558,0.134146341463415,0.8436,0.3584,0.68,0.2545,0.863,0.508230452674897,0.468010075566751,0.774,0.859,0.832,0.964,0.677
"S3_208",0.46,0.67,0.95,0.57,0.93,0.01,0.06,0.71,0.92,0.79,0.84,0.97,0.69,0.96,0.76,0.825581395348837,0.658536585365854,0.9724,0.0818999999999999,0.802,0.7745,0.621,0.065843621399177,0.950125944584383,0.651,0.472,0.745,0.662,0.205
"S3_209",0.19,0.26,0.34,0.38,0.94,0.32,0.28,0.24,0.68,0.33,0.47,0.89,0.91,0.76,0.54,0.883720930232558,0.347560975609756,0.6751,0.7777,0.316,0.692,0.889,0.378600823045268,0.682115869017632,0.064,0.359,0.5,0.709,0.269
"S3_210",0.66,0.69,0.15,0.53,0.45,0.57,0.68,0.5,0.82,0.76,0.92,0.44,0.36,0.67,0.14,0.511627906976744,0.25,0.8892,0.5757,0.232,0.226,0.631,0.969135802469136,0.107304785894207,0.775,0.739,0.654,0.621,0.228
"S3_211",0.26,0.95,0.55,0.63,0.74,0.93,0.44,0.96,0.58,0.01,0.09,0.33,0.98,0.65,0.76,0.348837209302325,0.23780487804878,0.8334,0.1626,0.539,0.8125,0.457,0.656378600823045,0.035264483627204,0.046,0.353,0.637,0.584,0.53
"S3_212",0.82,0.11,0.08,0.84,0.63,0.69,0.93,0.22,0.01,0.97,0.34,0.73,0.42,0.97,0.71,0.069767441860465,0.329268292682927,0.813,0.8004,0.847,0.555,0.279,0.5,0.387405541561713,0.313,0.409,0.539,0.529,0.014
"S3_213",0.66,0.97,0.72,0.27,0.99,0.03,0.57,0.62,0.65,0.98,0.61,0.63,0.66,0.34,0.31,0.459302325581395,0.591463414634146,0.6396,0.8487,0.616,0.6485,0.4,0.97119341563786,0.166750629722922,0.031,0.332,0.067,0.218,0.978
"S3_214",0.21,0.61,0.58,0.53,0.06,0.35,0.35,0.49,0.91,0.22,0.35,0.06,0.11,0.16,0.21,0.383720930232558,0.884146341463415,0.3573,0.8884,0.358,0.784,0.592,0.843621399176955,0.967758186397985,0.879,0.537,0.765,0.811,0.725
"S3_215",0.49,0.91,0.77,0.26,0.96,0.03,0.92,0.94,0.05,0.93,0.3,0.07,0.29,0.89,0.05,0.25,0.804878048780488,0.4214,0.17,0.486,0.6415,0.69,0.329218106995885,0.809068010075567,0.861,0.616,0.026,0.869,0.015
"S3_216",0.27,0.32,0.84,0.26,0.15,0.76,0.1,0.89,0.1,0.31,0.89,0.32,0.71,0.48,0.11,0.517441860465116,0.298780487804878,0.1044,0.1813,0.128,0.247,0.483,0.95679012345679,0.783375314861461,0.524,0.643,0.431,0.035,0.549
"S3_217",0.18,0.13,0.34,0.43,0.16,0.27,0.54,0.02,0.74,0.81,0.25,0.98,0.53,0.56,0.95,0.680232558139535,0.378048780487805,0.0164000000000001,0.2371,0.024,0.6285,0.142,0.345679012345679,0.523425692695214,0.473,0.721,0.238,0.631,0.406
"S3_218",0.52,0.91,0.02,0.23,0.92,0.98,0.76,0.93,0.42,0.92,0.82,0.29,0.14,0.35,0.63,0.197674418604651,0.615853658536585,0.7974,0.1358,0.653,0.738,0.464,0.0288065843621399,0.251889168765743,0.072,0.725,0.441,0.187,0.2
"S3_219",0.62,0.5,0.48,0.52,0.06,0.34,0.63,0.36,0.18,0.58,0.83,0.5,0.19,0.31,0.27,0.238372093023256,0.189024390243902,0.8198,0.00120000000000005,0.602,0.78,0.139,0.808641975308642,0.480604534005038,0.187,0.396,0.98,0.276,0.546
"S3_220",0.95,0.27,1,0.1,0.91,0.56,0.15,0.66,0.8,0.7,0.92,0.01,0.43,0.92,0.27,0.232558139534884,0.0548780487804879,0.906,0.9945,0.322,0.753,0.082,0.236625514403292,0.62367758186398,0.227,0.028,0.885,0.717,0.859
"S3_221",0.9,0.45,0.87,0.59,0.51,0.94,0.64,0.33,0.43,0.5,0.12,0.07,0.73,0.43,0.87,0.127906976744186,0.786585365853658,0.7803,0.8996,0.729,0.408,0.665,0.78395061728395,0.314861460957179,0.857,0.203,0.672,0.335,0.28
"S3_222",0.31,0.99,0.96,0.23,0.81,0.93,0.26,0.4,0.7,0.68,0.67,0.35,0.29,0.6,0.45,0.587209302325581,0.268292682926829,0.9794,0.2832,0.948,0.614,0.788,0.609053497942387,0.731486146095718,0.797,0.518,0.212,0.287,0.169
"S3_223",0.5,0.84,0.28,0.2,0.51,0.02,0.61,0.09,0.37,0.5,0.65,0.14,0.34,0.09,0.93,0.511627906976744,0.426829268292683,0.2991,0.1215,0.929,0.2805,0.257,0.915637860082304,0.841813602015114,0.884,0.32,0.524,0.978,0.691
"S3_224",0.9,0.68,0.15,0.11,0.78,0.52,0.71,0.59,0.66,0.41,0.19,0.42,0.62,0.32,0.53,0.38953488372093,0.0914634146341464,0.2674,0.6325,0.195,0.8665,0.246,0.868312757201646,0.0609571788413098,0.076,0.891,0.774,0.94,0.666
"S3_225",0.22,0.72,0.32,0.95,0.75,1,0.55,0.06,0.05,0.62,0.27,0.98,0.31,0.21,0.06,0.0872093023255813,0.414634146341463,0.5537,0.3451,0.221,0.335,0.345,0.691358024691358,0.403526448362721,0.002,0.378,0.421,0.048,0.718
"S3_226",0.95,0.31,0.23,0.92,0.57,0.55,0.84,1,0.94,0.65,0.16,0.14,0.78,0.37,0.49,0.680232558139535,0.371951219512195,0.5849,0.2902,0.862,0.2455,0.513,0.251028806584362,0.183879093198992,0.391,0.877,0.206,0.539,0.342
"S3_227",0.55,0.85,0.86,0.02,0.2,0.46,0.81,1,0.35,0.03,0.95,0.2,0.39,0.01,0.31,0.441860465116279,0.719512195121951,0.0122,0.3558,0.959,0.141,0.615,0.281893004115226,0.691687657430731,0.848,0.086,0.58,0.799,0.754
"S3_228",0.88,0.77,0.74,0.56,0.48,0.21,0,0.57,0.13,0.29,0.24,0.93,0.29,0.4,0.88,0.773255813953488,0.817073170731707,0.9404,0.3099,0.101,0.3895,0.205,0.119341563786008,0.538035264483627,0.273,0.79,0.838,0.008,0.658
"S3_229",0.31,0.77,0.29,0.95,0.78,0.6,0.42,0.69,0.57,0.25,0.02,0.55,0.56,0.19,0.13,0.715116279069767,0.676829268292683,0.6234,0.0422000000000001,0.945,0.2835,0.81,0.339506172839506,0.669521410579345,0.416,0.235,0.224,0.44,0.642
"S3_230",0.76,0.46,0.59,0.78,0.46,0.5,0.12,0.32,0.7,0.49,0.1,0.69,0.15,0.43,0.04,0.366279069767442,1,0.2162,0.2874,0.0529999999999999,0.039,0.825,0.331275720164609,0.989420654911839,0.088,0.906,0.639,0.138,0.83
"S3_231",0.83,0.52,0.6,0.67,0.12,0.46,0.09,0.97,0.5,0.93,0.41,0.66,0.28,0.64,0.56,0.843023255813953,0.396341463414634,0.1095,0.3612,0.659,0.2415,0.676,0.0205761316872428,0.771788413098237,0.268,0.269,0.935,0.935,0.846
"S3_232",0.85,0.41,0.71,0.4,0.09,0.79,0.59,0.35,0.38,0.77,0.06,0.58,0.5,0.76,0.35,0.587209302325581,0.682926829268293,0.6076,0.3919,0.0110000000000001,0.365,0.356,0.131687242798354,0.586901763224181,0.322,0.865,0.66,0.748,0.334
"S3_233",0.48,0.78,0.97,0.78,0.58,0.95,0.13,0.44,0.08,0.39,0.03,0.41,0.63,0.66,0.43,0.796511627906977,0.378048780487805,0.9283,0.7688,0.884,0.042,0.639,0.823045267489712,0.95264483627204,0.292,0.937,0.012,0.492,0.723
"S3_234",0.01,0.17,0.39,0.47,0.42,0.67,0.85,0.43,0.46,0.26,0.87,0.07,0.58,0.75,0.69,0.354651162790698,0.701219512195122,0.2055,0.1839,0.107,0.8895,0.356,0.306584362139918,0.585390428211587,0.069,0.968,0.407,0.128,0.575
"S3_235",0.9,0.95,0.3,0.29,0.17,0.95,0.03,0.4,0.64,0.76,0.35,0.83,0.69,0.47,0.03,0.395348837209302,0.365853658536585,0.4552,0.4719,0.756,0.5595,0.242,0.89917695473251,0.907304785894207,0.793,0.849,0.413,0.664,0.528
"S3_236",0.01,0.52,0.22,0.09,0.88,0.37,0.33,0.78,0.31,0.13,0.09,0.87,0.23,0.48,0.65,0.773255813953488,0.390243902439024,0.1675,0.8451,0.0899999999999999,0.773,0.383,0.216049382716049,0.233249370277078,0.953,0.886,0.654,0.38,0.652
"S3_237",0.55,0.99,0.49,0.68,0.21,0.14,0.68,0.53,0.26,0.47,0.02,0.52,0.48,0.71,0.78,0.598837209302326,0.865853658536585,0.1829,0.7304,0.83,0.9685,0.617,0.831275720164609,0.610579345088161,0.809,0.415,0.966,0.258,0.939
"S3_238",0.81,0.16,0.1,0.33,0.22,0.86,0.93,0.64,0.35,0,0.41,0.92,0.49,0.14,1,0.738372093023256,0.762195121951219,0.5905,0.0783000000000001,0.897,0.272,0.737,0.255144032921811,0.728967254408061,0.499,0.862,0.854,0.218,0.767
"S3_239",0.31,0.61,0.87,0.29,0.7,0.25,0.86,0.11,0.9,0.81,0.01,0.54,0.53,0.4,0.94,0.430232558139535,0.463414634146341,0.2616,0.6804,0.816,0.5125,0.034,0.487654320987654,0.363727959697733,0.688,0.126,0.287,0.367,0.985
"S3_240",0.8,0.15,0.08,0.68,0.16,0.79,0.08,0.67,0.07,0.69,0.62,0.6,0.92,0.94,0.03,0.645348837209302,0.646341463414634,0.573,0.7541,0.226,0.9995,0.335,0.932098765432098,0.0458438287153653,0.669,0.398,0.016,0.547,0.962
"S3_241",0.11,0.09,0.56,0.7,0.98,0.41,0.74,0.07,0.31,0.17,0.47,0.64,0.77,0.82,0.64,0.656976744186046,0.219512195121951,0.0158000000000001,0.1433,0.535,0.9075,0.804,0.403292181069959,0.369773299748111,0.174,0.96,0.133,0.791,0.274
"S3_242",0.83,0.04,0.44,0.42,0.29,0.39,0.22,0.05,0.02,0.72,0.65,0.49,0.55,0.84,0.12,0.709302325581395,0.268292682926829,0.5819,0.8148,0.361,0.2055,0.846,0.0699588477366255,0.844332493702771,0.121,0.294,0.969,0.589,0.772
"S3_243",0.95,0.04,0.98,0.96,0.32,0.38,0.88,0.77,0.94,0.14,0.44,0.96,0.85,0.5,0.29,0.633720930232558,0.408536585365854,0.5832,0.7593,0.105,0.0135,0.59,0.847736625514403,0.685642317380353,0.909,0.512,0.215,0.284,0.267
"S3_244",0.7,0.85,0.43,0.61,0.71,0.33,0.18,0.33,0.6,0.06,0.53,0.33,0.65,0.61,0.73,0.755813953488372,0.451219512195122,0.4501,0.2503,0.303,0.1965,0.161,0.0823045267489713,0.903778337531486,0.839,0.133,0.571,0.879,0.683
"S3_245",0.13,0.47,0.76,0.43,0.47,0.39,0.95,0.65,0.46,0.05,0.75,0.15,0.67,0.54,0.57,0.215116279069767,0.182926829268293,0.5034,0.1053,0.469,0.0715,0.543,0.407407407407407,0.00755667506297231,0.572,0.622,0.275,0.996,0.297
"S3_246",0.17,0.73,0.17,0.37,0.68,0.59,0.99,0.64,0.06,0.87,0.63,0.78,0.72,0.99,0.59,0.0755813953488371,0.176829268292683,0.2449,0.431,0.474,0.277,0.309,0.574074074074074,0.780352644836272,0.425,0.324,0.951,0.81,0.599
"S3_247",0.33,0.56,0.14,0.5,0.19,0.74,0.12,0.86,0.58,0.57,0.03,0.19,0.03,0.37,0.48,0.104651162790698,0.146341463414634,0.588,0.4695,0.0640000000000001,0.2005,0.137,0.475308641975309,0.0775818639798489,0.855,0.036,0.166,0.337,0.451
"S3_248",0.7,0.08,0.29,0.15,0.68,0.95,0,0.75,0.36,0.06,0.11,0.45,0.16,0.3,0.72,0.808139534883721,0.341463414634146,0.8262,0.786,0.661,0.0545,0.272,0.203703703703704,0.373803526448363,0.434,0.667,0.445,0.084,0.893
"S3_249",0.5,0.55,0.94,0.73,0.91,0.32,0.61,0.61,0.79,0.09,0.51,0.74,0.9,0.88,0.78,0.0755813953488371,0.768292682926829,0.9523,0.6513,0.205,0.886,0.915,0.808641975308642,0.762216624685139,0.981,0.835,0.779,0.446,0.217
"S3_250",0.31,0.56,0.83,0.4,0.22,0.91,0.79,0.82,0.79,0.13,0.79,0.88,0.36,0.24,0.16,0.0988372093023255,0.0792682926829269,0.9467,0.6705,0.774,0.264,0.381,0.98559670781893,0.281612090680101,0.701,0.905,0.199,0.068,0.937
"S3_251",0.06,0.66,0.81,0.36,0.71,0.03,0.9,0.39,0.59,0.94,0.2,0.65,0,0.74,0.22,0.569767441860465,0.652439024390244,0.8936,0.7827,0.852,0.031,0.047,0.106995884773663,0.91183879093199,0.124,0.634,0.135,0.496,0.801
"S3_252",0.68,0.03,0.75,0.56,0.89,0.47,0.94,0.63,0.51,0.14,0.13,0.35,0.52,0.13,0.31,0.412790697674418,0.0609756097560976,0.9665,0.0405999999999999,0.694,0.447,0.261,0.903292181069959,0.00302267002518897,0.53,0.949,0.589,0.764,0.843
"S3_253",0.91,0.2,0.13,0.85,0.97,0.78,0.56,0.27,0.98,0.23,0.71,0.02,0.71,0.1,0.53,0.104651162790698,0.670731707317073,0.4647,0.5622,0.541,0.2845,0.702,0.695473251028806,0.944584382871537,0.454,0.385,0.525,0.639,0.973
"S3_254",0.54,0.43,0.76,0.92,0.21,0.27,0.18,0.04,0.34,0.76,0.69,0.84,0.68,0.24,0.76,0.494186046511628,0.25609756097561,0.6848,0.2152,0.781,0.9285,0.297,0.467078189300411,0.472040302267003,0.614,0.326,0.929,0.347,0.478
"S3_255",0.4,0.57,0.32,0.02,0.09,0.99,0.88,0.52,0.55,0.9,0.09,0.21,0.02,0.11,0.17,0.703488372093023,0.73780487804878,0.647,0.795,0.578,0.445,0.646,0.446502057613169,0.560201511335013,0.992,0.911,0.856,0.641,0.525
"S3_256",0.22,0.19,0.72,0.08,0.98,0.28,0.34,0.94,0.76,0.52,0.5,0.58,0.12,0.3,0.05,0.976744186046512,0.115853658536585,0.5377,0.6767,0.482,0.359,0.166,0.065843621399177,0.290680100755668,0.561,0.121,0.032,0.681,0.967
"S3_257",0.57,0.68,0.26,0.06,0.68,0.31,0.97,0.16,0.97,0.88,0.39,0.04,0.27,0.12,0.05,0.5,0.579268292682927,0.7285,0.3674,0.885,0.9485,0.021,0.668724279835391,0.340554156171285,0.037,0.181,0.091,0.292,0.751
"S3_258",0.03,0.39,0.61,0.51,0.34,0.54,0.75,0.99,0.15,0.44,0.86,0.22,0.74,0.7,0.82,0.930232558139535,0.25,0.7946,0.5896,0.353,0.226,0.695,0.574074074074074,0.48463476070529,0.367,0.624,0.851,0.622,0.837
"S3_259",0.01,0.94,0.58,0.19,0.69,0.91,0.47,0.13,0.86,0.47,0.01,0.69,0.51,0.87,0.41,0.616279069767442,0.457317073170732,0.9686,0.14,0.048,0.9975,0.228,0.876543209876543,0.0992443324937028,0.116,0.212,0.486,0.812,0.215
"S3_260",0.72,0.12,0.8,0.28,0.71,0.07,0.66,0.77,0.6,0.54,0.83,0.94,0.87,0.69,0.02,0.0930232558139534,0.439024390243902,0.9702,0.0541,0.679,0.823,0.419,0.121399176954733,0.0196473551637281,0.601,0.763,0.335,0.618,0.611
"S3_261",0.21,0.81,0.44,0.69,0.85,0.9,0.39,0.25,0.16,0.66,0.05,0.95,0.01,0.59,0.68,0.151162790697674,0.609756097560975,0.4714,0.9039,0.192,0.3995,0.933,0.185185185185185,0.310327455919396,0.179,0.417,0.076,0.174,0.035
"S3_262",0.74,0.28,0.63,0.51,0.38,0.83,0.04,0.01,0.23,0.95,0.96,0.4,0.26,0.99,0.34,0.930232558139535,0.323170731707317,0.8784,0.2747,0.807,0.715,0.931,0.415637860082304,0.918891687657431,0.863,0.186,0.228,0.571,0.733
"S3_263",0.52,0.83,0.21,0.66,0.26,0.88,0.03,0.66,0.27,0.12,0.95,0.87,0.25,0.62,0.27,0.0058139534883721,0.280487804878049,0.7888,0.5215,0.0800000000000001,0.462,0.941,0.820987654320987,0.551133501259446,0.308,0.412,0.704,0.574,0.556
"S3_264",0.94,0.23,0.31,0.26,0.01,0.47,0.7,0.51,0.4,0.36,0.64,0.33,0.25,0.19,0.74,0.622093023255814,0.963414634146341,0.9211,0.4655,0.0619999999999998,0.8455,0.572,0.191358024691358,0.86448362720403,0.463,0.624,0.767,0.466,0.849
"S3_265",0.93,0.55,0.63,0.28,0.96,0.52,0.1,0.59,0.27,0.44,0.4,0.76,0.8,0.31,0.92,0.447674418604651,0.676829268292683,0.38,0.1325,0.18,0.2345,0.843,0.609053497942387,0.787909319899244,0.691,0.789,0.05,0.226,0.496
"S3_266",0.91,0.68,0.06,0.33,0.5,0.49,0.11,0.75,0.69,0.07,0.88,0.01,0.28,0.73,0.88,0.552325581395349,0.390243902439024,0.5393,0.6791,0.492,0.368,0.942,0.051440329218107,0.943073047858942,0.209,0.37,0.437,0.163,0.34
"S3_267",0.37,0.42,0.96,0.04,0.43,0.47,0.28,0.02,0.27,0,0.5,0.29,0.77,0.27,0.48,0.906976744186046,0.115853658536585,0.0347999999999999,0.3405,0.832,0.693,0.554,0.60082304526749,0.876070528967254,0.729,0.087,0.074,0.198,0.2
"S3_268",0.35,0.97,0.04,0.05,0.52,0.88,0.52,0.98,0.29,0.6,0.32,0.67,0.63,0.35,0.94,0.232558139534884,0.0304878048780488,0.9306,0.6187,0.434,0.8795,0.148,0.450617283950617,0.818136020151134,0.303,0.145,0.797,0.502,0.121
"S3_269",0.05,0.49,0.36,0.26,0.74,0.58,0.69,0.73,0.73,0.09,0.2,0.98,0.9,0.11,0.8,0.848837209302325,0.914634146341463,0.8589,0.6448,0.109,0.106,0.459,0.113168724279835,0.555667506297229,0.2,0.078,0.104,0.88,0.431
"S3_270",0.23,0.46,0.45,0.46,0.51,0.33,0.56,0.07,0.78,0.95,0.2,0.7,0.32,0.03,0.94,0.970930232558139,0.548780487804878,0.8551,0.5466,0.59,0.9705,0.095,0.154320987654321,0.695214105793451,0.332,0.134,0.396,0.732,0.686
"S3_271",0.31,0.81,0.66,0.93,0.82,0.64,0.05,0.53,0.14,0.86,0.31,0.54,0.6,0.93,0.93,0.953488372093023,0.0731707317073171,0.7165,0.7444,0.769,0.668,0.307,0.76954732510288,0.292695214105794,0.899,0.302,0.916,0.669,0.602
"S3_272",0.92,0.03,0.9,0.18,0.72,0.85,0.22,0.77,0.71,0.95,0.32,0.2,0.62,0.22,0.55,0.343023255813953,0.426829268292683,0.4354,0.0257999999999999,0.102,0.9835,0.467,0.547325102880658,0.412090680100756,0.971,0.711,0.032,0.247,0.019
"S3_273",0.36,0.92,0.88,0.5,0.88,0.24,0.71,0.43,0.25,0.07,0.78,0.86,0.13,0.09,0.74,0.343023255813953,0.365853658536585,0.00579999999999998,0.4186,0.287,0.9345,0.598,0.0493827160493827,0.541057934508816,0.749,0.165,0.643,0.744,0.058
"S3_274",0.96,0.51,0.1,0.88,1,0.49,0.08,0.83,0.99,0.69,0.45,0.92,0.84,0.74,0.89,0.837209302325581,0.768292682926829,0.3866,0.2344,0.881,0.741,0.405,0.938271604938272,0.812594458438287,0.052,0.766,0.367,0.803,0.835
"S3_275",0.88,0.4,0.19,0.53,0.17,0.41,0.12,0.86,0.17,0.02,0.06,0.41,0.56,0.02,0.49,0.813953488372093,0.573170731707317,0.0773,0.1558,0.864,0.3925,0.5,0.948559670781893,0.296221662468514,0.197,0.594,0.733,0.458,0.664
"S3_276",0.47,0.63,0.85,0.32,0.21,0.71,0.38,0.33,0.26,0.56,0.88,0.58,0.25,0.84,0.95,0.86046511627907,0.109756097560976,0.598,0.2291,0.0339999999999998,0.603,0.566,0.510288065843621,0.990931989924433,0.143,0.56,0.782,0.724,0.105
"S3_277",0.78,0.14,0.15,0.34,0.54,0.22,0.9,0.05,0.07,0.89,0.48,0.38,0.18,0.18,0.69,0.122093023255814,0.292682926829268,0.6725,0.8862,0.991,0.44,0.649,0.759259259259259,0.934508816120907,0.676,0.226,0.401,0.67,0.047
"S3_278",0.4,0.34,0.21,0.21,0.19,0.2,0.79,0.46,0.5,0.52,0.33,0.92,0.08,0.52,0.45,0.965116279069767,0.817073170731707,0.604,0.926,0.623,0.149,0.289,0.292181069958848,0.478589420654912,0.199,0.053,0.096,0.066,0.624
"S3_279",0.91,0.8,0.05,0.55,0.6,0.47,0.58,0.4,0.99,0.96,0.29,0.07,0.35,0.89,0.56,0.0639534883720929,0.664634146341463,0.2928,0.1506,0.579,0.4335,0.155,0.51440329218107,0.547103274559194,0.35,0.846,0.924,0.177,0.579
"S3_280",0.64,0.21,0.23,0.93,0.41,0.12,0.17,0.31,0.95,0.98,0.29,0.77,0.94,0.94,0.03,0.0755813953488371,0.213414634146341,0.8954,0.7146,0.764,0.8725,0.121,0.0185185185185185,0.836775818639799,0.934,0.469,0.868,0.668,0.008
"S3_281",0.98,0.63,0.87,0.86,0.26,0.08,0.18,0.54,0.53,0.45,0.75,0.16,0.05,0.68,0.15,0.959302325581395,0.841463414634146,0.463,0.7483,0.421,0.133,0.474,0.685185185185185,0.271536523929471,0.683,0.152,0.369,0.665,0.583
"S3_282",0.14,0.92,0.83,0.6,0,0.14,0.56,0.56,0.77,0.84,0.36,0.8,0.49,0.71,0.53,0.88953488372093,0.280487804878049,0.0507999999999999,0.4069,0.256,0.494,0.73,0.102880658436214,0.486649874055416,0.161,0.194,0.326,0.378,0.493
"S3_283",0.72,0.84,0.6,0.91,0.86,0.81,0.91,0.78,0.65,0.82,0.49,0.36,0.83,0.71,0.17,0.61046511627907,0.0792682926829269,0.4483,0.4394,0.848,0.6865,0.444,0.763374485596708,0.111335012594458,0.663,0.575,0.594,0.08,0.794
"S3_284",0.71,0.78,0.15,0.57,0.46,0.2,0.35,0.71,0.52,0.67,0.11,0.15,0.17,0.13,0.62,0.0406976744186045,0.774390243902439,0.7745,0.2801,0.472,0.2615,0.026,0.596707818930041,0.217128463476071,0.205,0.601,0.125,0.252,0.317
"S3_285",0.8,0.13,0.44,0.82,0.39,0.53,0.52,0.76,0.98,0.33,0.8,0.49,0.92,0.05,0.68,0.686046511627907,0.725609756097561,0.7067,0.7565,0.702,0.1675,0.856,0.930041152263374,0.699748110831234,0.135,0.169,0.563,0.165,0.606
"S3_286",0.39,0.7,0.09,0.5,0.62,0.42,0.85,0.88,0.88,0.03,0.64,0.91,0.61,0.11,0.01,0.325581395348837,0.530487804878049,0.6105,0.7843,0.457,0.0745,0.758,0.104938271604938,0.00201511335012594,0.006,0.013,0.568,0.398,0.065
"S3_287",0.3,0.4,0.36,0.88,0.52,0.05,0.19,0.02,0.11,0.26,0.24,0.63,0.25,0.32,0.47,0.877906976744186,0.170731707317073,0.0242000000000001,0.7197,0.159,0.488,0.169,0.220164609053498,0.577329974811083,0.362,0.384,0.522,0.151,0.871
"S3_288",0.57,0.25,0.69,0.72,0.52,0.98,0.48,0.6,0.31,0.58,0.83,0.72,0.82,0.39,0.56,0.447674418604651,0.402439024390244,0.7108,0.9984,0.462,0.296,0.264,0.518518518518518,0.890176322418136,0.215,0.068,0.003,0.454,0.078
"S3_289",0.16,0.13,0.33,0.74,0.4,0.77,0.1,0.5,0.54,0.99,0.26,0.12,0.97,0.12,0.08,0.470930232558139,0.963414634146341,0.106,0.9062,0.13,0.3975,0.339,0.133744855967078,0.0861460957178841,0.14,0.137,0.123,0.345,0.714
"S3_290",0.04,0.51,0.75,0.5,0.79,0.72,0.64,0.85,0.28,0.73,0.94,0.81,0.2,0.92,0.91,0.476744186046511,0.548780487804878,0.4186,0.5528,0.697,0.567,0.057,0.37037037037037,0.679596977329975,0.274,0.279,0.587,0.535,0.737
