RTI,FSTI,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
54 Ukraine (UE),LCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4116.083984375,4857.126953125,4605.62646484375,4638.095703125,4303.4501953125,4262.845703125,4474.890625,4756.927734375,4736.349609375,5000.3095703125,4540.22265625,4526.68603515625,4637.65576171875,4919.291015625,4812.59912109375,5220.0478515625,5120.76708984375,5484.5712890625,5435.20068359375,5881.51220703125,5804.404296875,6197.8310546875,6067.95751953125,6628.4228515625,6500.35693359375,6861.6611328125,6956.0390625,7165.11572265625,7373.31103515625,7508.55517578125,7724.36572265625,7837.677734375,8109.4931640625,8200.0498046875,8450.5,8657.6240234375,8863.72265625,9051.0205078125,9433.7255859375,9714.287109375,10101.5048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54 Ukraine (UE),MDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4127.13916015625,4857.73779296875,4595.3349609375,4617.60595703125,4275.72265625,4227.349609375,4429.76806640625,4701.150390625,4963.7265625,4927.51171875,4415.08935546875,4361.72705078125,4465.427734375,4742.45263671875,4668.1103515625,5079.6044921875,4991.71728515625,5366.66943359375,5339.666015625,5784.7939453125,5705.79931640625,6095.490234375,5985.7822265625,6583.955078125,6505.49169921875,6914.0634765625,7042.4521484375,7299.41162109375,7574.47802734375,7792.97021484375,8123.63916015625,8347.447265625,8726.5673828125,8923.615234375,9308.1708984375,9621.353515625,9923.02734375,10210.041015625,10737.591796875,11173.228515625,11723.6572265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54 Ukraine (UE),HDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387.6279296875,1618.2679443359375,1517.703857421875,1512.782470703125,1390.187744140625,1364.6826171875,1420.4385986328125,1497.9140625,1563.767578125,1519.408203125,1361.091064453125,1352.3154296875,1400.2618408203125,1504.083251953125,1463.3740234375,1573.3145751953125,1528.5091552734375,1628.3077392578125,1606.899658203125,1727.45751953125,1690.831298828125,1793.4468994140625,1753.0010986328125,1916.9749755859375,1880.965087890625,1984.4298095703125,2006.259765625,2056.5,2111.9501953125,2153.194580078125,2215.7265625,2251.26416015625,2327.440673828125,2346.9404296875,2412.14794921875,2460.098876953125,2501.53466796875,2539.6875,2636.349609375,2701.74267578125,2787.626953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54 Ukraine (UE),Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55 Saudi Arabia (SD),TWV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55 Saudi Arabia (SD),LCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86104.75,98298.9921875,104528.0625,112242.0703125,120696.3828125,155155.0625,160984.21875,163770.953125,159300.453125,172639.828125,157375.4375,155004.734375,169137.765625,175080.859375,180932.234375,187304.15625,194447.546875,202396.84375,210616.875,219504.53125,228916.84375,239616.671875,250385.40625,261051.359375,272063.625,283590.6875,295944.875,308682.9375,321510.0,334368.5625,347304.625,359298.0625,372107.875,385318.0,398877.03125,413691.5,429497.4375,445950.25,462772.6875,479873.46875,497696.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55 Saudi Arabia (SD),MDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86336.015625,98311.359375,104294.484375,111746.203125,119918.734375,153863.109375,159360.9375,161850.65625,166947.96875,170126.421875,153038.0,149356.125,162856.515625,168787.0625,175500.09375,182264.796875,189547.234375,198045.90625,206914.84375,215894.890625,225028.015625,235660.03125,246994.578125,259300.0625,272278.53125,285756.4375,299621.34375,314468.5625,330281.8125,347034.0625,365256.84375,382667.15625,400422.625,419318.15625,439360.4375,459741.84375,480826.75,503056.03125,526734.0,551943.3125,577618.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55 Saudi Arabia (SD),HDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29027.919921875,32750.658203125,34445.3984375,36609.3828125,38989.79296875,49670.4375,51100.28515625,51570.01171875,52595.12109375,52458.828125,47178.80859375,46306.5703125,51068.29296875,53531.328125,55016.32421875,56453.1875,58041.08203125,60089.3515625,62268.19921875,64470.625,66683.8046875,69337.125,72335.03125,75497.4375,78725.2421875,82015.9765625,85356.3828125,88596.8203125,92090.671875,95885.375,99623.9765625,103203.3828125,106795.703125,110282.0703125,113857.2109375,117552.1015625,121213.484375,125132.21875,129326.4765625,133462.671875,137345.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55 Saudi Arabia (SD),Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56 Nigeria (NG),TWV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56 Nigeria (NG),LCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190689.546875,150557.515625,156892.5,202955.546875,213492.25,225819.8125,231259.3125,230388.328125,244681.65625,277143.46875,254814.53125,252117.390625,268788.84375,275126.46875,281481.8125,288305.875,296506.625,306143.9375,315940.125,326456.4375,337482.34375,350544.375,363517.28125,376181.25,389113.375,402567.5,416961.46875,431668.625,446283.90625,460728.5,475076.78125,489431.3125,504724.125,520362.125,536256.3125,553539.75,571859.1875,590611.875,609420.875,628324.5,648397.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56 Nigeria (NG),MDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191201.71875,150576.453125,156541.921875,202058.9375,212116.71875,223939.453125,228927.40625,227686.90625,256428.0625,273108.625,247791.578125,242929.84375,258806.875,265236.25,273030.84375,280549.125,289034.3125,299562.71875,310386.8125,321088.03125,331749.21875,344756.0625,358594.34375,373657.59375,389420.75,405641.875,422141.28125,439759.375,458459.9375,478180.34375,499633.53125,521264.40625,543130.0,566278.4375,590682.8125,615157.4375,640202.1875,666242.1875,693650.9375,722689.4375,752520.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56 Nigeria (NG),HDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64285.8984375,50161.8359375,51701.1875,66196.90625,68966.6015625,72292.640625,73407.296875,72547.2265625,80784.84375,84213.6015625,76389.59375,75318.2890625,81156.2578125,84120.484375,85590.578125,86894.9609375,88504.9296875,90890.6953125,93406.6875,95883.4453125,98309.09375,101435.9296875,105018.234375,108793.609375,112595.1484375,116424.7109375,120259.96875,123895.6328125,127829.875,132121.046875,136275.28125,140582.359375,144856.828125,148933.125,153071.34375,157290.546875,161391.046875,165723.8125,170308.796875,174749.9375,178932.703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56 Nigeria (NG),Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57 South Africa (SA),TWV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57 South Africa (SA),LCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728002.3125,800850.5,654666.75,689400.875,660557.4375,709460.5625,638469.375,729849.0625,700078.1875,758229.0625,687074.125,691718.6875,711927.1875,717086.5,721525.5625,729724.8125,739120.625,747428.0625,755505.5625,765147.25,775108.9375,791587.1875,806800.875,820563.75,834026.0,847567.3125,867876.875,888288.5,907257.25,925120.6875,941751.25,966644.1875,993098.0,1020120.75,1047093.9375,1076477.25,1107255.5,1137154.125,1167124.75,1198220.875,1231799.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57 South Africa (SA),MDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729957.625,800951.25,653203.8125,686355.25,656301.4375,703553.0,632031.375,721291.1875,733686.6875,747190.1875,668137.625,666511.4375,685488.4375,691308.75,699863.125,710091.875,720493.875,731360.5625,742225.9375,752564.8125,761941.4375,778516.25,795874.75,815058.875,834684.8125,854040.125,878658.3125,904937.6875,932010.0625,960163.125,990430.5,1029515.625,1068665.625,1110135.375,1153367.125,1196306.0,1239583.75,1282771.375,1328436.875,1378175.75,1429607.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57 South Africa (SA),HDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245426.5625,266822.5,215733.984375,224858.140625,213386.65625,227122.578125,202665.625,229822.953125,231139.9375,230397.625,205974.578125,206646.0625,214954.40625,219250.65625,219395.3125,219937.953125,220621.765625,221903.0,223362.78125,224731.21875,225790.359375,229059.109375,233080.53125,237311.375,241336.5625,245121.09375,250312.921875,254952.65625,259867.265625,265292.6875,270140.375,277655.125,285021.09375,291969.3125,298887.09375,305885.34375,312491.5,319081.8125,326164.75,333249.8125,339929.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57 South Africa (SA),Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58 NorthAfrica OPEC (ON),TWV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58 NorthAfrica OPEC (ON),LCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99587.140625,68645.2421875,62541.96484375,80147.109375,77418.3671875,99433.1875,104049.046875,111864.328125,109805.328125,121468.875,108920.4609375,116435.0859375,125313.84375,134810.390625,136343.4375,136664.640625,138994.546875,143682.765625,148503.34375,153691.796875,159140.046875,165162.859375,170797.015625,176562.671875,182204.296875,188107.796875,195463.03125,203015.0625,210611.203125,218028.9375,225661.671875,231928.34375,238307.953125,244598.6875,251148.0625,258382.21875,266009.53125,273668.25,281082.21875,288944.5,296917.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58 NorthAfrica OPEC (ON),MDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99854.625,68653.875,62402.2109375,79793.0390625,76919.5546875,98605.2265625,102999.875,110552.65625,115076.734375,119700.4453125,105918.5,112192.0078125,120660.078125,129964.234375,132249.984375,132987.734375,135491.703125,140594.015625,145893.09375,151164.421875,156436.578125,162435.640625,168484.0,175378.171875,182348.234375,189544.359375,197891.234375,206820.171875,216357.328125,226287.625,237326.140625,247013.171875,256441.484375,266181.875,276637.9375,287144.21875,297800.375,308712.59375,319931.5,332339.65625,344598.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58 NorthAfrica OPEC (ON),HDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33573.1484375,22870.802734375,20609.61328125,26141.146484375,25009.25,31831.962890625,33027.68359375,35225.078125,36253.66015625,36909.875,32652.73046875,34784.15625,37836.3984375,41218.55078125,41458.14453125,41190.515625,41488.7890625,42657.80078125,43904.5390625,45140.78125,46357.72265625,47792.66015625,49342.36328125,51062.859375,52723.25,54401.80078125,56375.41796875,58268.4921875,60325.73046875,62523.1796875,64730.8203125,66618.1953125,68394.859375,70006.71875,71688.8046875,73420.34375,75073.65625,76790.4375,78551.25,80361.3984375,81937.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58 NorthAfrica OPEC (ON),Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59 CentralAfricaOPEC(OC),TWV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59 CentralAfricaOPEC(OC),LCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66357.6328125,67536.921875,75269.625,79903.9453125,88362.8125,118458.84375,111825.3125,105107.7421875,106330.5390625,114769.125,105407.796875,108411.7578125,110953.7578125,111732.6171875,113197.390625,114727.515625,117659.8046875,121476.46875,125445.2265625,129875.34375,134627.734375,139716.46875,144588.984375,149243.03125,154009.78125,159028.46875,165235.4375,171503.28125,177559.578125,183453.828125,189251.765625,193982.34375,199031.03125,204044.4375,208894.90625,214240.765625,219608.5625,225085.171875,230507.984375,235804.953125,241396.078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59 CentralAfricaOPEC(OC),MDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66535.859375,67545.4140625,75101.4296875,79550.9453125,87793.4921875,117472.4609375,110697.71875,103875.296875,111435.1328125,113098.234375,102502.6484375,104461.0703125,106833.2890625,107716.0625,109798.859375,111640.8203125,114694.6328125,118865.0859375,123240.2578125,127739.609375,132340.6875,137409.421875,142630.890625,148241.828125,154131.4375,160242.96875,167288.125,174717.765625,182403.953125,190402.84375,199034.203125,206599.140625,214175.859375,222049.140625,230096.375,238089.125,245854.015625,253908.25,262367.25,271219.34375,280160.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59 CentralAfricaOPEC(OC),HDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22370.70703125,22501.5390625,24803.791015625,26061.833984375,28544.748046875,37922.7265625,35496.05859375,33097.48828125,35106.4140625,34874.0703125,31599.685546875,32387.24609375,33500.6171875,34162.4765625,34420.09375,34578.69921875,35120.5390625,36065.00390625,37087.4765625,38145.65625,39217.25390625,40429.31640625,41771.0,43161.875,44564.78515625,45991.90234375,47657.1796875,49224.12109375,50858.69921875,52608.23046875,54286.67578125,55718.734375,57122.30078125,58399.6640625,59627.87890625,60877.37890625,61978.296875,63158.1796875,64417.7734375,65582.203125,66616.0390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
